id,event,date,fighter_name,fighter_weight,fighter_height,fighter_reach,fighter_dob,fighter_kd_differential,fighter_str_differential,fighter_td_differential,fighter_sub_differential,fighter_winrate,fighter_winstreak,fighter_totalfights,fighter_totalwins,fighter_record,fighter_titlefights,fighter_opponentexp,opponent_name,opponent_weight,opponent_height,opponent_reach,opponent_dob,opponent_kd_differential,opponent_str_differential,opponent_td_differential,opponent_sub_differential,opponent_winrate,opponent_winstreak,opponent_totalfights,opponent_totalwins,opponent_record,opponent_titlefights,opponent_opponentexp,result,method,round,time
2574,UFC 178: Johnson vs Cariaso,"Sep. 27, 2014",Dominick Cruz,135 lbs.,"5' 8""","68""","Mar 09, 1985",0,23.8,3.7,-0.2,0.9,9,10,9,24-4-0,6,0.718034188034188,Takeya Mizugaki,135 lbs.,"5' 7""","69""","Dec 16, 1983",0.07142857142857142,3.5,0.14285714285714285,-0.6428571428571429,0.6428571428571429,5,14,9,21-11-2,0,0.7310050759831461,win,KO/TKO,1,1:01
2575,UFC Fight Night: Dillashaw vs Cruz,"Jan. 17, 2016",Dominick Cruz,135 lbs.,"5' 8""","68""","Mar 09, 1985",0,23.818181818181817,3.5454545454545454,-0.18181818181818182,0.9090909090909091,10,11,10,24-4-0,6,0.7111999111999112,TJ Dillashaw,135 lbs.,"5' 6""","67""","Feb 07, 1986",0.4,38.1,1.4,0.9,0.8,4,10,8,18-5-0,4,0.7310050759831461,win,S-DEC,5,5:00
2576,UFC 199: Rockhold vs. Bisping 2,"Jun. 04, 2016",Dominick Cruz,135 lbs.,"5' 8""","68""","Mar 09, 1985",0,22.083333333333332,3.5,-0.16666666666666666,0.9166666666666666,11,12,11,24-4-0,7,0.7185999185999186,Urijah Faber,135 lbs.,"5' 6""","67""","May 14, 1979",0.12,3.36,0.24,0.68,0.72,1,25,18,35-11-0,12,0.7310050759831461,win,U-DEC,5,5:00
2577,UFC 207: Nunes vs. Rousey,"Dec. 30, 2016",Dominick Cruz,135 lbs.,"5' 8""","68""","Mar 09, 1985",0.07692307692307693,24.46153846153846,3.3846153846153846,-0.15384615384615385,0.9230769230769231,12,13,12,24-4-0,8,0.7187076171691557,Cody Garbrandt,135 lbs.,"5' 8""","65""","Jul 07, 1991",1.2,10.8,0.8,0,1.0,5,5,5,13-5-0,0,0.7310050759831461,loss,U-DEC,5,5:00
2578,UFC 259: Blachowicz vs. Adesanya,"Mar. 06, 2021",Dominick Cruz,135 lbs.,"5' 8""","68""","Mar 09, 1985",-0.13333333333333333,21.2,2.8,-0.13333333333333333,0.8,0,15,12,24-4-0,10,0.7440920560920561,Casey Kenney,135 lbs.,"5' 7""","68""","Mar 20, 1991",0,9.75,-1.625,0.5,0.75,3,8,6,16-4-1,0,0.7310050759831461,win,S-DEC,3,5:00
2579,UFC 269: Oliveira vs. Poirier,"Dec. 11, 2021",Dominick Cruz,135 lbs.,"5' 8""","68""","Mar 09, 1985",-0.125,20.8125,2.75,-0.125,0.8125,1,16,13,24-4-0,10,0.7444613025863026,Pedro Munhoz,135 lbs.,"5' 6""","65""","Sep 07, 1986",0.3125,-5,-0.125,0.5,0.5625,0,16,9,20-8-0 (2 NC),0,0.7310050759831461,win,U-DEC,3,5:00
2580,UFC Fight Night: Vera vs. Cruz,"Aug. 13, 2022",Dominick Cruz,135 lbs.,"5' 8""","68""","Mar 09, 1985",-0.17647058823529413,21.294117647058822,2.6470588235294117,-0.11764705882352941,0.8235294117647058,2,17,14,24-4-0,10,0.7337576965518142,Marlon Vera,135 lbs.,"5' 8""","70""","Dec 02, 1992",0.47368421052631576,-7.842105263157895,-0.3157894736842105,0.8947368421052632,0.6842105263157895,3,19,13,21-8-1,0,0.7310050759831461,loss,KO/TKO,4,2:17
2581,UFC Fight Night: Benavidez vs. Figueiredo,"Feb. 29, 2020",Aalon Cruz,145 lbs.,"6' 0""","78""","Sep 20, 1989",1,40,0,0,1.0,1,1,1,8-4-0,0,0.0,Spike Carlyle,,,,,,,,,,,,,,,,loss,KO/TKO,1,1:25
2582,UFC 259: Blachowicz vs. Adesanya,"Mar. 06, 2021",Aalon Cruz,145 lbs.,"6' 0""","78""","Sep 20, 1989",0.5,11,0,0,0.5,0,2,1,8-4-0,0,0.0,Uros Medic,170 lbs.,"6' 1""","71""","Apr 25, 1993",2,30,0,0,1.0,1,1,1,9-1-0,0,0.3333333333333333,loss,KO/TKO,1,1:40
2583,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020",Josh Culibao,145 lbs.,"5' 10""","73""","May 24, 1994",0,-43,0,-3,0.0,0,1,0,11-2-1,0,0.5,Charles Jourdain,145 lbs.,"5' 9""","69""","Nov 27, 1995",0.6666666666666666,5.666666666666667,-3,0,0.3333333333333333,0,3,1,14-6-1,0,0.5222222222222221,draw,S-DEC,3,5:00
2584,UFC Fight Night: Font vs. Garbrandt,"May. 22, 2021",Josh Culibao,145 lbs.,"5' 10""","73""","May 24, 1994",0.5,-20.5,0,-3,0.0,0,2,0,11-2-1,0,0.41666666666666663,Shayilan Nuerdanbieke,,,,,,,,,,,,,,,,win,U-DEC,3,5:00
2585,UFC Fight Night: Aspinall vs. Tybura,"Jul. 22, 2023",Josh Culibao,145 lbs.,"5' 10""","73""","May 24, 1994",0.6,-2,-0.6,-0.8,0.6,3,5,3,11-2-1,0,0.4666666666666666,Lerone Murphy,145 lbs.,"5' 9""","73""","Jul 22, 1991",0,10.2,-2.8,0.4,0.8,4,5,4,13-0-1,0,0.5222222222222221,loss,U-DEC,3,5:00
2586,DREAM 9: Featherweight Grand Prix 2009 2nd Round,"May. 26, 2009",Abel Cullum,139 lbs.,"5' 7""",--,"Apr 21, 1987",0,9,7,5,1.0,1,1,1,20-6-0,0,0.0,Hideo Tokoro,135 lbs.,"5' 7""",--,"Aug 22, 1977",0.2,-5.6,-1.6,1,0.4,0,5,2,34-29-2,0,0.27619047619047615,loss,SUB,2,1:38
2587,DREAM 17,"Sep. 24, 2011",Abel Cullum,139 lbs.,"5' 7""",--,"Apr 21, 1987",0,2,5,1.5,0.5,0,2,1,20-6-0,0,0.2,Masakazu Imanari,139 lbs.,"5' 4""",--,"Feb 10, 1976",-0.5,-13.333333333333334,-0.6666666666666666,1,0.3333333333333333,0,6,2,36-16-2,1,0.27619047619047615,loss,SUB,3,0:46
2588,UFC Fight Night: McGregor vs Brandao,"Jul. 19, 2014",Zak Cummings,205 lbs.,"6' 0""","75""","Aug 02, 1984",0,-11.333333333333334,1,-1.3333333333333333,0.6666666666666666,2,3,2,25-7-0,0,0.8333333333333334,Gunnar Nelson,170 lbs.,"5' 11""","72""","Jul 28, 1988",0,5.666666666666667,1.3333333333333333,1,1.0,3,3,3,19-5-1,0,0.6863492063492064,loss,SUB,2,4:48
2589,UFC on FOX: Dillashaw vs. Barao II,"Jul. 25, 2015",Zak Cummings,205 lbs.,"6' 0""","75""","Aug 02, 1984",0,-7.25,0.5,-1.25,0.5,0,4,2,25-7-0,0,0.875,Dominique Steele,170 lbs.,"5' 10""","74""","Jan 27, 1988",0,2,1,-1,1.0,1,1,1,14-9-0,0,0.6863492063492064,win,KO/TKO,1,0:43
2590,UFC Fight Night: Rothwell vs Dos Santos,"Apr. 10, 2016",Zak Cummings,205 lbs.,"6' 0""","75""","Aug 02, 1984",0.2,-3.4,0.4,-1,0.6,1,5,3,25-7-0,0,0.9,Nicolas Dalby,170 lbs.,"5' 11""","74""","Nov 16, 1984",-0.5,9.5,4,0,0.5,0,2,1,22-4-1 (2 NC),0,0.6863492063492064,win,U-DEC,3,5:00
2591,UFC Fight Night: Rodriguez vs. Caceres,"Aug. 06, 2016",Zak Cummings,205 lbs.,"6' 0""","75""","Aug 02, 1984",0.3333333333333333,-3,0.5,-0.6666666666666666,0.6666666666666666,2,6,4,25-7-0,0,0.8333333333333334,Santiago Ponzinibbio,170 lbs.,"6' 0""","73""","Sep 26, 1986",0.3333333333333333,-6,-1.3333333333333333,0,0.6666666666666666,2,6,4,30-7-0,0,0.6863492063492064,loss,U-DEC,3,5:00
2592,UFC Fight Night: Mousasi vs. Hall 2,"Nov. 19, 2016",Zak Cummings,205 lbs.,"6' 0""","75""","Aug 02, 1984",0.2857142857142857,-5.857142857142857,0.5714285714285714,-0.5714285714285714,0.5714285714285714,0,7,4,25-7-0,0,0.8095238095238095,Alexander Yakovlev,155 lbs.,"6' 3""","74""","Jul 18, 1984",0.2,-11,-0.8,0,0.4,0,5,2,24-10-1,0,0.6863492063492064,win,SUB,2,4:02
2593,UFC Fight Night: Maia vs. Usman,"May. 19, 2018",Zak Cummings,205 lbs.,"6' 0""","75""","Aug 02, 1984",0.2222222222222222,-3.6666666666666665,0.2222222222222222,-0.1111111111111111,0.6666666666666666,2,9,6,25-7-0,0,0.7185185185185187,Michel Prazeres,170 lbs.,"5' 6""","67""","Jul 25, 1981",0.1,2.1,2.7,0.3,0.8,6,10,8,26-4-0,0,0.6863492063492064,loss,S-DEC,3,5:00
2594,UFC Fight Night: Lee vs. Iaquinta,"Dec. 15, 2018",Zak Cummings,205 lbs.,"6' 0""","75""","Aug 02, 1984",0.2,-3.5,-0.1,-0.1,0.6,0,10,6,25-7-0,0,0.7266666666666668,Trevor Smith,185 lbs.,"6' 3""","75""","Jan 05, 1981",0,3.8461538461538463,0.6923076923076923,0.23076923076923078,0.46153846153846156,0,13,6,15-10-0,0,0.6863492063492064,win,U-DEC,3,5:00
2595,UFC Fight Night: Dos Anjos vs. Lee,"May. 18, 2019",Zak Cummings,205 lbs.,"6' 0""","75""","Aug 02, 1984",0.2727272727272727,-3,-0.09090909090909091,-0.09090909090909091,0.6363636363636364,1,11,7,25-7-0,0,0.7060606060606062,Trevin Giles,170 lbs.,"6' 0""","74""","Aug 06, 1992",0.5,44,1.5,0,1.0,2,2,2,16-5-0,0,0.6863492063492064,win,SUB,3,4:01
2596,UFC Fight Night: Smith vs. Rakic,"Aug. 29, 2020",Zak Cummings,205 lbs.,"6' 0""","75""","Aug 02, 1984",0.3076923076923077,-3,-0.23076923076923078,0,0.6153846153846154,0,13,8,25-7-0,0,0.7205128205128205,Alessio Di Chirico,185 lbs.,"6' 0""","74""","Dec 12, 1989",0.2857142857142857,-0.2857142857142857,1,-0.5714285714285714,0.42857142857142855,0,7,3,13-7-0,0,0.6863492063492064,win,U-DEC,3,5:00
2597,UFC Fight Night: Holloway vs. Allen,"Apr. 15, 2023",Zak Cummings,205 lbs.,"6' 0""","75""","Aug 02, 1984",0.35714285714285715,-2.7142857142857144,-0.21428571428571427,0,0.6428571428571429,1,14,9,25-7-0,0,0.6996598639455783,Ed Herman,205 lbs.,"6' 1""","77""","Oct 02, 1980",-0.038461538461538464,-2.230769230769231,0.3076923076923077,-0.07692307692307693,0.5,0,26,13,27-16-0 (1 NC),1,0.6863492063492064,win,KO/TKO,3,4:13
2598,UFC Fight Night: Henderson vs Khabilov,"Jun. 07, 2014",Patrick Cummins,205 lbs.,"6' 2""","76""","Nov 16, 1980",-1,-10,0,0,0.0,0,1,0,10-7-0,0,1.0,Roger Narvaez,,,,,,,,,,,,,,,,win,KO/TKO,2,2:28
2599,UFC on FOX: Lawler vs Brown,"Jul. 26, 2014",Patrick Cummins,205 lbs.,"6' 2""","76""","Nov 16, 1980",-0.5,9.5,1.5,0.5,0.5,1,2,1,10-7-0,0,0.5,Kyle Kingsbury,205 lbs.,"6' 4""","79""","Mar 22, 1982",0,-4.25,0.5,-0.625,0.5,0,8,4,11-6-0 (1 NC),0,0.6234780269897328,win,U-DEC,3,5:00
2600,UFC on FOX: Machida vs Rockhold,"Apr. 18, 2015",Patrick Cummins,205 lbs.,"6' 2""","76""","Nov 16, 1980",-0.25,30,4,0,0.75,3,4,3,10-7-0,0,0.625,Ovince Saint Preux,205 lbs.,"6' 3""","80""","Apr 08, 1983",0.4166666666666667,8.916666666666666,-0.3333333333333333,0.16666666666666666,0.8333333333333334,1,12,10,26-17-0,0,0.6234780269897328,loss,KO/TKO,1,4:54
2601,UFC Fight Night: Belfort vs Henderson 3,"Nov. 07, 2015",Patrick Cummins,205 lbs.,"6' 2""","76""","Nov 16, 1980",-0.3333333333333333,23.666666666666668,4.166666666666667,0,0.6666666666666666,1,6,4,10-7-0,0,0.6602564102564102,Glover Teixeira,205 lbs.,"6' 2""","76""","Oct 28, 1979",0.36363636363636365,5.454545454545454,0.45454545454545453,0.18181818181818182,0.8181818181818182,1,11,9,33-9-0,1,0.6234780269897328,loss,KO/TKO,2,1:12
2602,UFC 198: Werdum vs Miocic,"May. 14, 2016",Patrick Cummins,205 lbs.,"6' 2""","76""","Nov 16, 1980",-0.2857142857142857,17.285714285714285,4.142857142857143,0,0.5714285714285714,0,7,4,10-7-0,0,0.6730769230769231,Rogerio Nogueira,205 lbs.,"6' 2""","75""","Jun 02, 1976",0.21739130434782608,5,-0.8695652173913043,0.5652173913043478,0.7391304347826086,0,23,17,23-10-0,0,0.6234780269897328,loss,KO/TKO,1,4:52
2603,UFC Fight Night: Weidman vs. Gastelum,"Jul. 22, 2017",Patrick Cummins,205 lbs.,"6' 2""","76""","Nov 16, 1980",-0.4444444444444444,13.666666666666666,3.4444444444444446,0,0.5555555555555556,1,9,5,10-7-0,0,0.6500743218134523,Gian Villante,230 lbs.,"6' 3""","76""","Aug 18, 1985",-0.14285714285714285,-13.571428571428571,0,-0.14285714285714285,0.5,0,14,7,17-14-0,0,0.6234780269897328,win,S-DEC,3,5:00
2604,UFC Fight Night: Dos Anjos vs. Lee,"May. 18, 2019",Patrick Cummins,205 lbs.,"6' 2""","76""","Nov 16, 1980",-0.3333333333333333,8,1.5833333333333333,-0.16666666666666666,0.5,0,12,6,10-7-0,0,0.6375557413600892,Ed Herman,205 lbs.,"6' 1""","77""","Oct 02, 1980",0,1.1818181818181819,0.45454545454545453,-0.13636363636363635,0.45454545454545453,0,22,10,27-16-0 (1 NC),1,0.6234780269897328,loss,KO/TKO,1,3:39
2605,UFC Fight Night 4,"Apr. 06, 2006",Luke Cummo,170 lbs.,"6' 0""","74""","Apr 27, 1980",0,0,-4,-1,0.0,0,1,0,6-6-0,1,0.5,Jason Von Flue,170 lbs.,"6' 0""",--,"Aug 01, 1975",0,10,-1,-1,1.0,1,1,1,14-12-1,0,0.41428571428571426,win,U-DEC,3,5:00
2606,UFC Fight Night 5,"Jun. 28, 2006",Luke Cummo,170 lbs.,"6' 0""","74""","Apr 27, 1980",0,13,-1.5,0.5,0.5,1,2,1,6-6-0,1,0.75,Jonathan Goulet,170 lbs.,"6' 0""","73""","Jul 13, 1979",-0.5,1.5,-4.5,-1,0.5,0,2,1,23-12-0 (1 NC),0,0.41428571428571426,loss,M-DEC,3,5:00
2607,UFC 69: Shootout,"Apr. 07, 2007",Luke Cummo,170 lbs.,"6' 0""","74""","Apr 27, 1980",0.6666666666666666,7,-3,1.3333333333333333,0.3333333333333333,0,3,1,6-6-0,1,0.6666666666666666,Josh Haynes,170 lbs.,"5' 9""",--,"Jul 30, 1977",-0.5,-30,-1.5,-2,0.0,0,2,0,14-11-0,1,0.41428571428571426,win,KO/TKO,2,2:45
2608,UFC Fight Night: Thomas vs Florian,"Sep. 19, 2007",Luke Cummo,170 lbs.,"6' 0""","74""","Apr 27, 1980",0.75,12.5,-2.5,1,0.5,1,4,2,6-6-0,1,0.5,Edilberto de Oliveira,170 lbs.,"6' 0""",--,"Nov 22, 1982",-1,-32,0,0,0.0,0,1,0,29-15-2,0,0.41428571428571426,win,KO/TKO,1,1:45
2609,UFC 82: Pride of a Champion,"Mar. 01, 2008",Luke Cummo,170 lbs.,"6' 0""","74""","Apr 27, 1980",0.8,10.2,-2,0.8,0.6,2,5,3,6-6-0,1,0.4,Luigi Fioravanti,170 lbs.,"5' 8""","70""","Jan 22, 1981",0.4,-0.2,-1.2,-0.8,0.4,0,5,2,26-15-0,0,0.41428571428571426,loss,U-DEC,3,5:00
2610,UFC 87: Seek And Destroy,"Aug. 09, 2008",Luke Cummo,170 lbs.,"6' 0""","74""","Apr 27, 1980",0.6666666666666666,5.833333333333333,-3.8333333333333335,0.6666666666666666,0.5,0,6,3,6-6-0,1,0.39999999999999997,Tamdan McCrory,185 lbs.,"6' 4""","76""","Nov 05, 1986",-0.5,-3.5,0.5,0.5,0.5,0,2,1,14-5-0,0,0.41428571428571426,loss,U-DEC,3,5:00
2611,DWCS 3.2,"Jun. 25, 2019",Alton Cunningham,205 lbs.,"6' 2""","77""","Jun 24, 1993",-1,-24,0,0,0.0,0,1,0,4-2-0,0,1.0,Tony Johnson,,,,,,,,,,,,,,,,loss,U-DEC,3,5:00
2612,UFC 7: The Brawl in Buffalo,"Sep. 08, 1995",Larry Cureton,240 lbs.,"6' 2""",--,--,0,-3,-1,-1,0.0,0,1,0,0-2-0,0,0.0,Marco Ruas,,,,,,,,,,,,,,,,loss,SUB,1,3:23
2613,PRIDE Bushido 12,"Aug. 27, 2006",Jeff Curran,135 lbs.,"5' 6""","69""","Sep 02, 1977",0,-36,-6,1,0.0,0,1,0,36-18-1,0,0.4,Hatsu Hioki,,,,,,,,,,,,,,,,loss,U-DEC,2,5:00
2614,WEC 29: Condit vs. Larson,"Aug. 05, 2007",Jeff Curran,135 lbs.,"5' 6""","69""","Sep 02, 1977",0,-32.5,-4,1,0.0,0,2,0,36-18-1,0,0.2,Stephen Ledbetter,,,,,,,,,,,,,,,,win,U-DEC,3,5:00
2615,WEC 31: Faber vs. Curran,"Dec. 12, 2007",Jeff Curran,135 lbs.,"5' 6""","69""","Sep 02, 1977",0,-19.666666666666668,-4.333333333333333,1.6666666666666667,0.3333333333333333,1,3,1,36-18-1,0,0.13333333333333333,Urijah Faber,135 lbs.,"5' 6""","67""","May 14, 1979",0.25,10,0,0.75,1.0,4,4,4,35-11-0,4,0.34747474747474744,loss,SUB,2,4:34
2616,WEC 42: Torres vs. Bowles,"Aug. 09, 2009",Jeff Curran,135 lbs.,"5' 6""","69""","Sep 02, 1977",-0.16666666666666666,-17.833333333333332,-2.6666666666666665,0.6666666666666666,0.16666666666666666,0,6,1,36-18-1,1,0.39999999999999997,Takeya Mizugaki,135 lbs.,"5' 7""","69""","Dec 16, 1983",0,-75,0,0,0.0,0,1,0,21-11-2,0,0.34747474747474744,loss,S-DEC,3,5:00
2617,UFC 137: Penn vs Diaz,"Oct. 29, 2011",Jeff Curran,135 lbs.,"5' 6""","69""","Sep 02, 1977",-0.14285714285714285,-14.428571428571429,-2.7142857142857144,1,0.14285714285714285,0,7,1,36-18-1,1,0.34285714285714286,Scott Jorgensen,135 lbs.,"5' 5""","66""","Sep 17, 1982",0.36363636363636365,8.363636363636363,1.0909090909090908,0.45454545454545453,0.7272727272727273,1,11,8,15-12-0,1,0.34747474747474744,loss,U-DEC,3,5:00
2618,UFC on FUEL TV: Korean Zombie vs Poirier,"May. 15, 2012",Jeff Curran,135 lbs.,"5' 6""","69""","Sep 02, 1977",-0.125,-12.75,-3,1,0.125,0,8,1,36-18-1,1,0.3909090909090909,Johnny Eduardo,135 lbs.,"5' 7""","71""","Aug 03, 1978",0,-25,-3,1,0.0,0,1,0,28-13-0,0,0.34747474747474744,loss,U-DEC,3,5:00
2619,UFC Fight Night: Namajunas vs. VanZant,"Dec. 10, 2015",Kailin Curran,115 lbs.,"5' 4""","65""","Apr 11, 1991",0,2,1,-2.5,0.0,0,2,0,4-5-0,0,0.0,Emily Kagan,115 lbs.,"5' 3""",--,"Jul 14, 1981",-1,-66,2,0,0.0,0,1,0,3-3-0,0,0.21428571428571427,win,SUB,2,4:13
2620,UFC on FOX: Holm vs. Shevchenko,"Jul. 23, 2016",Kailin Curran,115 lbs.,"5' 4""","65""","Apr 11, 1991",0,1,0.6666666666666666,-1,0.3333333333333333,1,3,1,4-5-0,0,0.0,Felice Herrig,115 lbs.,"5' 4""","65""","Sep 18, 1984",0,-17.5,-1.5,1.5,0.5,0,2,1,14-10-0,0,0.21428571428571427,loss,SUB,1,1:59
2621,The Ultimate Fighter: Tournament of Champions Finale,"Dec. 03, 2016",Kailin Curran,115 lbs.,"5' 4""","65""","Apr 11, 1991",0,-1.25,0.25,-1,0.25,0,4,1,4-5-0,0,0.125,Jamie Moyle,,,,,,,,,,,,,,,,loss,U-DEC,3,5:00
2622,UFC Fight Night: Bisping vs. Gastelum,"Nov. 25, 2017",Kailin Curran,115 lbs.,"5' 4""","65""","Apr 11, 1991",0,-4.5,-1,-0.5,0.16666666666666666,0,6,1,4-5-0,0,0.25,Yan Xiaonan,,,,,,,,,,,,,,,,loss,U-DEC,3,5:00
2623,UFC 268: Usman vs. Covington 2,"Nov. 06, 2021",Chris Curtis,185 lbs.,"5' 10""","75""","Jul 15, 1987",1,22,0,0,1.0,1,1,1,30-10-0 (1 NC),0,0.0,Phil Hawes,185 lbs.,"6' 0""","77""","Jan 08, 1989",0.2,1.2,1.4,0,0.8,4,5,4,12-5-0,0,0.6114583333333333,win,KO/TKO,1,4:27
2624,UFC Fight Night: Tsarukyan vs. Gamrot,"Jun. 25, 2022",Chris Curtis,185 lbs.,"5' 10""","75""","Jul 15, 1987",1,4.333333333333333,0,-0.3333333333333333,1.0,3,3,3,30-10-0 (1 NC),0,0.5523809523809523,Rodolfo Vieira,185 lbs.,"6' 0""","73""","Sep 25, 1989",0,-11.25,3,0.25,0.75,1,4,3,9-2-0,0,0.6114583333333333,win,U-DEC,3,5:00
2625,UFC Fight Night: Blaydes vs. Aspinall,"Jul. 23, 2022",Chris Curtis,185 lbs.,"5' 10""","75""","Jul 15, 1987",0.75,9,0,-0.25,1.0,4,4,4,30-10-0 (1 NC),0,0.6017857142857143,Jack Hermansson,185 lbs.,"6' 1""","77""","Jun 10, 1988",-0.21428571428571427,11.928571428571429,0.8571428571428571,-0.35714285714285715,0.6428571428571429,0,14,9,23-8-0,0,0.6114583333333333,loss,U-DEC,3,5:00
2626,UFC 287: Pereira vs. Adesanya 2,"Apr. 08, 2023",Chris Curtis,185 lbs.,"5' 10""","75""","Jul 15, 1987",0.6666666666666666,-5.833333333333333,0,-0.16666666666666666,0.8333333333333334,1,6,5,30-10-0 (1 NC),0,0.6124999999999999,Kelvin Gastelum,170 lbs.,"5' 9""","71""","Oct 24, 1991",0.15,3.95,-0.5,-0.3,0.55,0,20,11,18-8-0 (1 NC),2,0.6114583333333333,loss,U-DEC,3,5:00
2627,UFC 289: Nunes vs. Aldana,"Jun. 10, 2023",Chris Curtis,185 lbs.,"5' 10""","75""","Jul 15, 1987",0.5714285714285714,-6.857142857142857,0,-0.14285714285714285,0.7142857142857143,0,7,5,30-10-0 (1 NC),0,0.6035714285714285,Nassourdine Imavov,185 lbs.,"6' 3""","75""","Mar 01, 1995",0,7.5,-0.3333333333333333,1.6666666666666667,0.6666666666666666,0,6,4,12-4-0 (1 NC),0,0.6114583333333333,nc,CNC,2,3:04
2628,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",Ion Cutelaba,205 lbs.,"6' 1""","75""","Dec 14, 1993",0,-20,-1,-1,0.0,0,1,0,17-9-1 (1 NC),0,1.0,Jonathan Wilson,205 lbs.,"6' 2""","75""","Jul 17, 1987",1,-5.5,0.5,0,0.5,0,2,1,7-3-0,0,0.6522895622895621,win,U-DEC,3,5:00
2629,UFC Fight Night: Lewis vs. Hunt,"Jun. 10, 2017",Ion Cutelaba,205 lbs.,"6' 1""","75""","Dec 14, 1993",0,8.333333333333334,1.6666666666666667,-0.3333333333333333,0.3333333333333333,0,3,1,17-9-1 (1 NC),0,0.6666666666666666,Henrique da Silva,205 lbs.,"6' 3""","76""","Sep 01, 1989",-0.5,-5.75,-1.25,-1,0.5,0,4,2,14-5-0,0,0.6522895622895621,win,KO/TKO,1,0:22
2630,UFC Fight Night: Jacare vs. Hermansson,"Apr. 27, 2019",Ion Cutelaba,205 lbs.,"6' 1""","75""","Dec 14, 1993",0.2,13.4,0.4,-0.2,0.6,2,5,3,17-9-1 (1 NC),0,0.7,Glover Teixeira,205 lbs.,"6' 2""","76""","Oct 28, 1979",0.05263157894736842,-1.5263157894736843,-0.05263157894736842,0.3157894736842105,0.7368421052631579,1,19,14,33-9-0,1,0.6522895622895621,loss,SUB,2,3:37
2631,UFC Fight Night: Hermansson vs. Cannonier,"Sep. 28, 2019",Ion Cutelaba,205 lbs.,"6' 1""","75""","Dec 14, 1993",0.16666666666666666,18.5,0.3333333333333333,-0.3333333333333333,0.5,0,6,3,17-9-1 (1 NC),0,0.7000000000000001,Khalil Rountree Jr.,205 lbs.,"6' 1""","76""","Feb 26, 1990",0.875,2.5,-1.25,0,0.5,1,8,4,13-5-0 (1 NC),1,0.6522895622895621,win,KO/TKO,1,2:35
2632,UFC Fight Night: Reyes vs. Prochazka,"May. 01, 2021",Ion Cutelaba,205 lbs.,"6' 1""","75""","Dec 14, 1993",-0.1111111111111111,12,0.6666666666666666,-0.2222222222222222,0.4444444444444444,0,9,4,17-9-1 (1 NC),0,0.6944444444444444,Dustin Jacoby,205 lbs.,"6' 3""","76""","Apr 04, 1988",0.2,13.6,-0.6,-0.4,0.6,3,5,3,19-7-1,0,0.6522895622895621,draw,S-DEC,3,5:00
2633,UFC Fight Night: Blachowicz vs. Rakic,"May. 14, 2022",Ion Cutelaba,205 lbs.,"6' 1""","75""","Dec 14, 1993",0,12.363636363636363,1.9090909090909092,-0.18181818181818182,0.45454545454545453,1,11,5,17-9-1 (1 NC),0,0.6723140495867768,Ryan Spann,205 lbs.,"6' 5""","79""","Aug 24, 1991",0.2222222222222222,-0.5555555555555556,-0.1111111111111111,0.3333333333333333,0.6666666666666666,0,9,6,21-9-0,0,0.6522895622895621,loss,SUB,1,2:22
2634,UFC 279: Diaz vs. Ferguson,"Sep. 10, 2022",Ion Cutelaba,205 lbs.,"6' 1""","75""","Dec 14, 1993",0,11.166666666666666,2,-0.25,0.4166666666666667,0,12,5,17-9-1 (1 NC),0,0.6718434343434342,Johnny Walker,205 lbs.,"6' 6""","82""","Mar 30, 1992",-0.1111111111111111,4.888888888888889,-0.5555555555555556,0.3333333333333333,0.5555555555555556,0,9,5,21-7-0,0,0.6522895622895621,loss,SUB,1,4:37
2635,UFC Fight Night: Nzechukwu vs. Cutelaba,"Nov. 19, 2022",Ion Cutelaba,205 lbs.,"6' 1""","75""","Dec 14, 1993",0,10.307692307692308,1.8461538461538463,-0.46153846153846156,0.38461538461538464,0,13,5,17-9-1 (1 NC),0,0.6628982128982128,Kennedy Nzechukwu,205 lbs.,"6' 5""","83""","Jun 13, 1992",0.1111111111111111,3.3333333333333335,-0.5555555555555556,-0.2222222222222222,0.6666666666666666,1,9,6,12-4-0,0,0.6522895622895621,loss,KO/TKO,2,1:02
2636,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",Henrique da Silva,205 lbs.,"6' 3""","76""","Sep 01, 1989",-1,15,-1,0,1.0,1,1,1,14-5-0,0,1.0,Joachim Christensen,,,,,,,,,,,,,,,,win,SUB,2,4:43
2637,UFC on FOX: VanZant vs. Waterson,"Dec. 17, 2016",Henrique da Silva,205 lbs.,"6' 3""","76""","Sep 01, 1989",-1,4.5,-0.5,0.5,1.0,2,2,2,14-5-0,0,0.5,Paul Craig,,,,,,,,,,,,,,,,loss,SUB,2,1:59
2638,UFC on FOX: Shevchenko vs. Pena,"Jan. 28, 2017",Henrique da Silva,205 lbs.,"6' 3""","76""","Sep 01, 1989",-0.6666666666666666,-2,-0.3333333333333333,-0.6666666666666666,0.6666666666666666,0,3,2,14-5-0,0,0.3333333333333333,Jordan Johnson,,,,,,,,,,,,,,,,loss,U-DEC,3,5:00
